Date,AAPL,ABBV,ABT,ACN,AIG,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BIIB,BK,BLK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FB,FCX,FDX,FOXA,GD,GE,GILD,GM,GOOG,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,ORCL,OXY,PEP,PFE,PG,PM,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
6/17/2015,125.51,65.96,47.76,95.90,61.29,66.51,153.08,427.81,56.66,82.31,79.37,140.35,17.27,36.79,390.86,42.61,352.67,65.16,56.37,84.44,65.26,58.86,86.42,60.95,137.77,28.26,102.68,97.33,64.73,110.14,51.94,60.86,25.48,26.88,56.64,33.16,14.24,81.79,19.75,176.13,32.51,142.35,26.60,117.90,35.01,529.26,211.47,45.29,109.43,103.09,162.59,31.19,97.26,66.76,39.62,81.94,188.24,68.84,93.94,93.65,40.33,74.92,54.75,153.74,47.57,111.29,56.92,39.01,45.36,52.12,47.75,89.58,44.38,77.11,92.68,33.11,78.04,78.89,65.35,98.81,52.75,87.86,41.22,175.07,33.39,80.22,86.36,52.19,118.71,99.86,99.01,43.85,113.59,68.51,45.56,84.91,55.98,71.64,82.47
6/18/2015,126.08,67.14,49.10,96.28,61.72,67.67,157.48,439.39,56.22,82.18,79.82,142.25,17.28,37.39,401.55,42.73,356.20,65.48,56.59,84.62,66.01,59.71,87.09,60.79,139.38,28.53,103.91,97.81,65.35,111.85,52.18,60.66,25.54,27.03,57.03,33.24,14.35,82.91,19.86,177.79,32.84,143.81,26.93,120.22,35.39,536.73,213.13,44.17,110.79,104.41,163.64,31.61,98.87,67.39,39.99,81.46,189.94,69.31,95.53,94.59,40.39,75.92,55.46,156.35,48.45,112.58,57.59,39.22,46.10,52.74,47.94,90.81,42.24,77.40,93.84,33.49,78.76,80.12,66.14,99.38,53.61,86.84,41.83,177.33,33.60,81.28,87.44,53.10,119.85,100.98,99.98,43.99,114.41,69.26,46.04,87.07,56.50,71.88,83.20
6/19/2015,124.82,67.63,49.05,95.99,61.26,65.79,158.07,434.92,55.54,81.11,79.24,142.01,17.07,37.47,411.05,42.58,354.54,65.65,56.06,84.70,65.75,59.74,86.99,60.23,139.18,28.36,104.31,97.05,65.06,111.26,51.87,60.19,25.74,26.70,56.41,32.53,14.32,82.51,19.50,175.35,32.73,142.93,26.80,118.82,35.30,536.69,211.73,43.45,111.37,104.22,162.42,31.31,98.38,66.71,39.75,81.05,188.36,69.15,94.30,94.50,40.57,75.91,54.96,155.70,48.32,110.79,57.05,38.81,45.49,53.00,48.07,90.19,41.10,76.30,93.48,33.31,78.49,79.69,65.67,98.76,53.43,84.87,41.26,174.98,33.57,81.44,87.13,53.38,119.30,99.84,99.43,43.85,113.41,68.45,45.74,87.79,55.86,71.65,82.94
6/22/2015,125.81,68.25,49.19,97.54,62.01,65.62,159.55,436.29,56.52,81.26,80.29,142.57,17.37,37.81,417.57,42.92,354.31,65.91,56.78,85.43,66.08,60.19,87.87,60.46,139.07,28.27,104.98,97.85,65.20,112.15,52.03,60.57,25.99,26.93,56.55,32.40,14.34,84.74,19.14,175.68,33.08,143.20,26.98,120.49,35.38,538.19,215.03,43.71,112.00,104.25,163.14,31.49,98.60,67.57,39.83,81.34,189.28,69.45,94.91,95.28,40.58,76.40,56.04,156.41,48.78,112.47,57.83,39.28,45.62,53.13,48.01,90.67,41.00,77.10,94.20,33.44,78.40,80.14,66.14,98.80,53.40,85.22,41.05,172.10,33.62,82.30,87.15,54.35,119.22,100.12,99.97,44.19,113.80,68.85,45.81,87.02,56.70,71.70,82.90
6/23/2015,125.24,68.15,49.04,97.21,62.74,65.70,159.03,445.99,57.81,81.51,80.40,141.32,17.56,38.15,416.26,43.11,355.48,66.17,57.22,85.60,65.85,59.99,87.93,61.03,138.53,28.12,105.30,97.65,63.81,113.02,52.16,60.65,26.06,27.09,56.19,31.82,14.49,87.88,19.84,174.68,33.23,143.20,27.10,121.21,35.49,540.48,216.91,44.08,112.11,103.65,164.00,31.33,98.30,68.34,39.73,81.09,188.85,69.76,95.18,95.58,40.63,75.81,56.40,156.57,48.08,110.94,58.02,39.64,45.30,53.34,47.90,90.18,41.22,77.70,94.20,33.62,77.76,79.39,65.77,98.52,53.62,86.23,40.61,170.85,34.45,82.82,86.83,53.70,121.69,99.83,99.34,44.30,113.75,69.18,46.04,86.37,56.68,71.48,82.80
6/24/2015,126.30,67.37,48.67,96.73,62.34,65.29,157.25,440.84,57.68,80.75,79.79,139.93,17.38,38.68,410.65,42.75,350.96,65.66,56.49,85.33,65.34,59.59,87.65,60.70,137.23,27.85,104.17,96.85,61.67,112.39,51.70,60.31,25.93,27.08,55.81,31.80,14.69,88.86,20.28,172.83,32.80,143.35,26.82,121.01,34.37,537.84,212.96,43.84,111.29,102.99,162.40,31.15,97.85,67.63,39.54,80.69,187.40,69.24,95.00,95.05,40.61,74.48,55.88,154.32,47.97,104.58,57.25,39.07,45.04,52.85,48.14,87.95,40.72,77.62,93.90,33.36,77.49,78.85,64.17,97.49,53.22,85.75,40.27,169.54,34.33,82.41,86.24,52.88,118.15,96.97,98.00,43.95,112.50,68.62,45.58,85.44,56.34,71.29,82.42
6/25/2015,125.70,67.96,48.50,98.42,61.86,64.38,156.14,440.10,56.78,80.03,78.94,139.39,17.27,39.05,411.29,42.31,346.58,65.69,56.02,83.93,65.31,60.11,87.41,60.11,136.35,27.74,103.86,95.94,61.62,113.06,51.82,59.61,25.93,26.67,54.96,31.07,14.64,87.98,19.47,172.22,32.78,141.98,26.60,119.24,33.92,535.23,211.37,43.10,111.18,102.26,161.53,31.23,97.65,67.26,39.37,83.18,187.22,68.83,93.95,94.21,40.61,75.07,55.58,152.73,48.16,105.55,56.91,38.66,45.05,52.35,47.83,86.71,40.58,76.84,93.45,33.15,77.37,79.33,64.08,96.44,53.57,84.92,40.18,168.04,34.71,82.56,87.33,52.69,121.28,95.71,97.55,43.77,111.84,68.38,45.72,85.64,55.98,70.78,81.69
6/26/2015,124.96,68.58,49.13,97.95,62.15,65.17,155.42,438.10,57.45,80.66,78.94,139.42,17.31,38.83,408.73,42.44,349.88,66.38,56.17,84.02,65.35,60.49,87.62,60.07,136.96,27.62,104.68,96.20,61.11,113.60,51.69,59.69,25.69,26.09,54.92,31.15,14.60,88.01,19.67,173.07,32.76,143.57,26.65,118.52,33.61,531.69,211.71,42.73,111.54,102.44,160.93,30.28,98.16,67.56,39.35,84.21,185.89,67.79,94.00,95.69,40.79,74.75,56.07,153.87,48.47,103.49,57.49,38.94,44.66,54.58,48.25,86.82,40.51,77.51,93.52,33.06,77.32,79.38,63.50,96.00,54.12,84.92,40.45,169.55,34.65,82.15,87.26,51.81,122.19,95.51,97.96,43.98,112.06,68.51,45.90,86.05,56.24,71.04,81.62
6/29/2015,122.77,65.39,48.19,95.65,61.03,64.04,149.10,429.86,56.20,77.91,76.88,135.75,16.79,38.14,396.21,41.26,340.08,64.84,54.72,82.55,64.27,59.46,86.33,58.94,134.60,26.90,103.66,94.33,59.28,111.68,49.84,58.07,24.99,25.75,53.93,30.85,14.24,85.80,19.12,170.44,32.12,139.73,26.21,114.51,32.48,521.52,206.23,42.30,109.50,100.77,158.51,29.67,96.23,65.84,38.76,82.18,182.82,66.72,92.02,93.87,40.52,72.90,54.22,150.80,47.68,101.59,56.31,37.76,43.78,53.57,47.43,84.97,39.95,75.71,92.32,32.73,76.33,78.18,61.49,94.81,53.06,83.93,40.52,166.71,34.32,80.21,85.68,50.46,120.15,94.29,95.95,42.89,110.09,66.49,45.08,83.58,54.89,70.35,80.61
6/30/2015,123.66,65.40,48.26,95.75,61.25,64.22,150.99,434.09,56.62,77.39,77.09,135.74,16.92,37.75,403.94,41.44,341.50,65.40,55.07,82.09,64.28,59.62,86.55,59.33,133.98,26.82,103.73,94.12,59.57,112.76,50.22,58.73,25.35,26.14,53.81,30.48,14.23,85.77,18.37,169.82,32.37,140.26,26.14,116.12,32.58,520.51,207.36,42.68,110.08,100.89,158.21,29.70,96.01,66.39,38.60,81.90,183.19,66.17,92.98,93.51,40.82,73.70,54.72,151.14,47.92,105.35,55.96,38.24,43.57,53.74,47.15,85.34,39.83,76.10,91.98,32.68,76.25,78.23,61.50,94.57,53.13,84.45,40.46,168.68,34.08,79.76,86.55,50.45,120.95,94.13,95.55,42.88,109.50,66.92,44.92,83.74,55.07,69.86,80.98
7/1/2015,124.82,66.68,48.69,97.02,61.78,64.84,152.44,437.39,55.09,76.51,77.76,137.70,17.12,38.62,405.41,41.65,342.90,66.88,55.51,81.25,65.02,61.71,87.17,57.99,135.40,26.92,104.55,93.75,60.26,114.40,50.43,57.00,25.43,26.17,53.83,30.78,14.21,86.91,18.15,169.24,32.42,141.73,26.23,115.06,32.30,521.84,208.50,41.18,111.01,101.75,159.99,29.46,97.01,67.13,38.86,83.23,185.43,66.44,93.99,94.19,41.29,73.68,55.19,152.46,48.10,106.41,56.62,38.80,43.86,54.44,45.85,86.07,39.77,74.32,93.14,32.83,77.69,79.33,61.76,95.23,53.39,82.60,40.73,170.38,34.13,81.09,87.44,50.84,122.32,94.91,95.58,43.62,109.39,67.62,45.30,85.06,55.72,70.80,80.17
7/2/2015,124.66,66.39,48.58,96.30,61.51,64.34,150.73,437.71,55.78,76.12,77.58,137.20,16.93,38.07,404.28,41.26,340.92,66.69,55.20,81.66,65.02,61.80,86.89,58.47,135.30,26.90,104.39,93.53,58.84,114.24,50.42,57.13,26.03,26.25,54.22,31.09,14.10,87.29,18.15,170.55,32.18,141.71,26.35,114.10,32.48,523.40,207.77,41.53,110.44,101.42,160.57,29.83,96.98,66.59,38.85,84.50,184.57,65.90,93.73,94.59,41.23,73.41,54.89,152.20,47.99,107.09,56.69,38.44,43.81,54.66,46.31,85.80,39.89,74.10,93.28,32.52,77.90,79.20,61.97,94.46,53.74,82.32,41.42,170.34,34.28,80.39,87.62,50.90,120.76,95.40,95.84,43.10,108.15,68.01,45.49,85.10,55.56,70.78,80.92
7/6/2015,124.22,66.40,48.91,96.31,61.28,64.16,151.95,436.04,54.52,75.72,76.96,137.50,16.84,37.81,404.63,41.03,338.37,66.71,54.92,80.47,64.82,61.57,86.33,57.06,134.79,26.79,103.66,92.46,58.85,114.96,49.63,55.96,25.99,26.07,53.64,30.99,14.02,87.55,17.60,168.18,32.39,141.89,25.88,114.71,31.92,522.86,206.62,40.35,110.27,101.29,160.22,29.33,96.74,66.40,38.78,84.70,185.25,65.46,94.01,94.08,40.94,73.13,54.65,151.91,48.86,106.45,56.57,38.29,43.80,54.65,44.01,84.93,39.83,72.31,93.02,32.40,78.01,79.23,61.97,95.63,53.81,81.81,41.64,171.37,34.17,81.03,86.52,50.33,121.11,94.99,95.31,43.08,107.95,67.89,45.34,84.68,55.26,71.44,80.33
7/7/2015,123.92,66.73,49.37,97.63,61.64,65.08,152.83,436.72,54.72,77.25,76.92,140.07,16.59,36.88,408.06,41.02,338.17,67.43,54.34,81.28,66.15,61.97,86.47,57.63,139.38,26.93,105.21,92.95,57.97,116.35,49.89,56.59,26.09,26.35,53.44,31.79,14.08,87.22,17.02,169.76,32.50,142.20,26.04,114.19,32.12,525.02,206.79,41.50,111.34,101.75,160.48,29.19,97.45,65.88,39.60,87.04,187.39,66.56,93.54,95.09,41.46,73.06,54.40,152.25,50.63,106.54,57.00,38.07,43.72,55.37,44.11,85.79,39.84,72.61,94.99,32.87,79.64,80.44,61.67,96.82,53.88,82.50,42.74,174.24,34.32,82.52,86.51,50.15,119.66,96.47,96.13,42.95,108.67,67.54,45.54,86.53,55.08,72.68,80.66
7/8/2015,120.84,65.86,48.42,96.58,60.60,64.27,149.80,429.70,52.52,74.82,75.31,138.87,16.15,36.28,397.68,40.03,329.79,66.95,52.64,79.62,65.30,61.16,84.81,56.38,138.78,26.57,103.05,91.28,57.05,114.46,48.60,54.84,25.67,25.65,52.40,31.63,13.62,85.65,16.28,166.43,32.04,140.82,25.47,112.01,30.49,516.83,202.66,40.56,109.95,99.90,158.69,28.80,96.32,64.53,39.22,85.59,187.28,65.73,92.15,94.26,41.09,72.46,53.21,149.58,49.99,104.75,56.37,37.25,43.66,54.37,43.13,83.43,39.45,70.98,94.21,32.60,78.93,79.59,60.79,96.88,52.90,81.25,42.68,173.87,33.82,81.57,84.97,48.51,117.76,94.60,94.15,42.16,107.27,66.50,45.42,85.20,54.10,71.96,79.78
7/9/2015,118.38,66.16,48.37,96.71,61.19,64.76,148.82,434.39,52.88,75.42,75.72,139.73,16.38,36.79,399.29,40.47,332.53,67.10,53.55,79.06,65.03,61.47,85.33,56.68,138.33,26.49,104.54,91.50,56.79,114.86,49.32,55.23,26.00,25.40,52.19,31.53,13.58,85.88,16.55,167.14,32.30,142.43,25.60,112.43,30.31,520.68,203.41,40.93,110.33,100.10,159.36,28.24,96.94,65.20,39.28,85.81,189.33,66.22,92.70,94.90,40.93,72.69,53.78,150.60,49.91,105.27,56.40,37.56,43.93,54.45,43.54,83.64,39.86,71.55,93.21,33.00,78.61,79.27,60.74,97.49,53.55,81.87,41.78,173.65,33.43,81.14,86.23,47.12,118.31,95.00,94.41,42.44,107.52,66.82,45.11,88.81,54.34,71.69,79.42
7/10/2015,121.54,67.38,49.09,97.73,62.05,65.53,151.56,443.51,52.01,75.06,76.68,141.37,16.60,37.38,388.23,41.19,335.06,68.46,54.40,79.50,65.49,62.64,86.25,57.12,141.58,26.85,106.26,92.11,57.14,115.70,50.45,55.14,26.25,25.55,52.25,31.77,13.73,87.95,16.51,167.89,32.92,144.63,25.84,112.81,30.70,530.13,205.77,40.95,112.03,101.32,162.38,28.48,98.05,66.13,39.74,86.61,191.36,67.04,94.27,96.04,41.09,73.97,54.70,151.78,50.27,107.54,56.96,38.09,44.02,54.99,43.94,84.36,40.04,71.74,94.15,33.48,78.89,80.17,61.60,97.57,54.07,82.27,41.87,174.36,33.69,81.99,87.76,48.00,121.10,96.55,95.60,42.92,108.76,68.19,45.83,92.34,54.91,72.02,80.03
7/13/2015,123.89,68.22,49.12,99.48,62.80,66.58,153.19,455.57,52.32,75.05,77.89,143.47,16.92,37.37,391.23,41.85,339.80,68.85,55.37,80.95,66.28,63.17,87.59,56.93,142.91,27.35,107.96,92.30,58.37,117.30,50.97,54.70,26.71,25.71,52.71,31.72,13.88,90.10,16.85,170.39,33.48,144.75,26.04,113.61,30.97,546.55,208.68,41.49,113.81,102.67,164.74,29.02,98.78,67.15,40.00,87.13,195.00,67.48,95.15,96.81,41.28,74.76,55.32,153.27,50.29,107.41,56.88,38.76,44.94,55.93,44.63,84.46,40.47,71.87,95.80,33.93,79.83,80.38,62.29,99.35,55.19,82.59,41.91,174.82,33.91,82.17,89.00,48.31,121.40,95.82,96.39,43.30,110.14,69.28,46.03,93.70,55.56,72.77,80.22
7/14/2015,123.84,68.44,49.60,99.67,62.99,66.92,156.69,465.57,53.43,75.71,78.33,144.57,17.03,37.50,400.20,41.99,338.29,69.24,55.74,81.74,66.11,62.69,87.58,57.51,142.78,27.59,108.62,93.22,58.29,117.10,52.05,55.43,26.76,24.89,52.61,31.79,14.04,89.68,17.04,170.66,33.47,145.49,26.23,116.40,31.06,561.10,210.71,42.17,114.27,102.97,163.99,28.95,98.30,68.09,40.51,87.07,196.15,67.57,94.92,97.16,41.56,75.48,55.40,153.57,50.31,106.54,57.20,39.14,45.02,55.89,44.46,84.72,40.45,72.69,95.71,34.19,79.95,80.68,62.79,99.39,55.24,83.57,41.73,175.48,34.14,82.17,89.10,48.73,123.93,95.53,96.50,43.35,110.07,69.86,46.23,93.55,56.06,72.68,80.89
7/15/2015,125.03,68.39,48.72,98.89,63.44,67.38,157.81,461.19,52.54,74.55,77.90,143.73,17.57,37.47,400.55,42.13,342.00,68.47,56.29,81.45,65.76,63.20,88.64,56.44,142.48,27.67,108.69,91.94,57.87,117.55,51.13,54.14,26.70,24.91,51.91,31.87,13.98,89.76,16.35,168.56,33.74,145.76,26.34,116.43,30.72,560.22,211.50,40.69,114.49,102.74,163.91,28.98,98.93,68.24,40.47,84.73,196.51,67.45,94.90,97.44,41.02,75.54,56.17,152.81,50.19,106.07,57.23,39.13,45.16,55.67,42.70,84.95,40.46,71.52,94.94,34.09,80.06,80.67,62.73,98.29,54.83,81.94,41.88,176.86,33.76,82.53,89.59,48.47,124.78,95.72,95.82,44.98,109.82,69.78,46.16,93.17,56.58,72.54,80.55
7/16/2015,126.70,68.63,49.17,100.37,63.57,67.30,160.35,475.48,51.74,74.05,78.28,145.30,17.84,37.54,403.73,42.53,349.69,68.57,58.41,81.81,66.45,63.76,89.49,55.98,143.18,27.88,109.33,92.18,58.63,118.31,51.26,53.68,27.61,24.98,51.81,32.59,13.81,90.85,16.24,168.92,34.06,146.95,26.60,117.87,29.92,579.85,209.74,39.84,113.65,102.47,166.32,29.19,99.61,68.60,40.81,85.51,198.69,67.41,95.47,96.25,41.65,76.38,56.40,153.95,51.83,106.56,57.82,39.34,46.04,55.89,42.47,83.62,40.63,70.94,95.49,34.21,80.21,83.22,63.38,99.35,55.23,82.20,42.47,178.83,34.18,83.06,90.11,48.34,123.86,94.79,96.11,45.31,109.83,70.33,46.64,95.29,56.96,72.72,80.70
7/17/2015,127.79,68.63,49.30,99.41,63.46,66.92,160.58,483.01,49.75,73.24,78.58,143.68,17.99,37.13,404.66,42.28,349.95,68.48,58.57,81.22,66.34,63.71,89.52,55.26,143.52,27.74,108.93,90.88,58.53,118.10,50.22,52.96,27.90,25.03,51.05,32.49,13.93,94.97,15.82,169.65,33.80,147.15,26.80,117.29,29.96,672.93,211.01,39.62,113.39,104.42,167.79,28.77,98.59,68.26,40.58,85.70,198.25,66.72,95.72,95.90,41.57,76.49,56.19,153.48,52.14,105.83,57.82,39.63,46.00,56.12,42.00,83.96,40.07,70.38,95.37,34.18,80.15,83.75,63.18,98.73,55.18,82.02,42.02,178.47,34.04,82.75,88.81,48.34,122.79,96.15,96.23,45.30,109.31,70.64,46.41,94.96,56.73,72.29,80.41
7/20/2015,130.21,69.42,49.46,99.65,63.45,67.04,161.63,488.10,48.00,71.99,78.66,143.57,18.01,37.43,408.93,42.44,348.53,69.15,58.67,80.34,66.63,63.76,89.96,54.65,143.88,27.59,109.76,90.68,58.43,118.82,49.58,51.17,28.57,24.75,51.20,32.39,13.81,97.91,14.99,169.63,33.65,147.51,26.70,117.23,29.82,663.02,210.94,40.35,112.34,105.24,168.48,28.41,98.88,68.31,40.71,86.19,202.14,66.18,96.90,95.89,41.49,76.58,56.05,153.90,52.62,105.75,58.00,39.47,46.30,56.29,42.12,84.10,39.61,68.75,95.89,34.34,80.10,83.53,62.64,98.61,55.69,81.84,41.83,178.34,33.93,82.30,88.49,49.06,121.60,97.03,96.22,45.29,109.06,72.45,46.91,94.86,56.84,72.00,79.58
7/21/2015,128.91,69.17,49.16,99.32,63.41,67.03,161.00,488.00,46.93,72.74,78.31,141.88,17.97,37.62,409.50,43.59,347.26,68.06,58.92,80.31,66.16,63.71,90.23,54.57,143.78,27.40,109.20,91.61,58.15,118.55,49.17,51.42,28.60,24.70,50.61,31.80,13.75,98.39,15.66,169.98,33.32,144.81,26.41,116.81,29.71,662.30,210.05,41.48,112.78,104.28,158.60,28.04,98.85,68.15,40.53,83.94,200.19,65.87,96.35,95.72,41.74,76.13,56.18,152.57,52.46,105.13,57.67,39.51,46.66,56.22,42.41,83.94,39.25,68.71,95.51,34.24,79.55,83.47,63.96,96.72,55.68,82.60,41.73,177.20,33.61,80.40,87.88,49.19,119.82,97.53,96.59,45.19,101.39,71.77,45.80,94.87,56.74,71.65,79.48
7/22/2015,123.45,69.19,50.37,101.24,63.95,67.69,161.54,488.27,46.72,72.03,78.35,143.32,18.34,37.48,391.74,44.17,345.47,68.56,60.16,77.90,66.21,63.94,90.17,53.93,145.21,27.10,110.11,91.23,57.77,118.57,49.07,50.49,28.45,25.14,50.24,31.80,13.67,97.04,15.00,167.93,33.50,143.76,26.20,116.48,29.62,662.10,211.79,41.16,113.81,103.63,155.96,27.93,98.69,69.11,40.24,84.73,199.84,66.91,96.52,95.98,41.92,76.40,56.03,152.23,52.86,104.12,57.14,39.96,44.94,56.76,40.93,83.40,39.10,67.98,95.75,33.99,79.42,83.45,63.03,95.87,56.17,83.54,41.76,177.81,33.32,80.92,87.85,48.28,119.57,96.41,95.87,45.40,100.24,71.72,45.30,95.84,57.30,72.06,79.61
7/23/2015,123.40,69.15,50.59,101.33,63.55,67.68,161.40,482.18,46.75,71.91,76.39,142.97,18.07,37.74,385.05,43.91,341.95,67.44,59.69,75.09,66.25,61.93,89.30,52.91,144.43,27.57,109.33,90.68,57.36,118.04,46.87,50.51,28.43,25.73,50.01,30.31,13.85,95.44,13.59,166.30,33.04,143.34,25.83,116.69,30.79,644.28,209.61,41.94,113.51,103.21,157.30,27.92,98.71,68.68,40.18,85.10,199.88,67.17,94.81,95.49,41.79,76.38,55.47,146.44,52.73,102.84,57.08,39.37,45.50,56.72,41.92,81.55,38.69,68.19,95.46,33.89,79.29,83.36,60.66,102.02,56.04,84.29,41.50,176.83,32.99,79.78,86.83,49.47,118.31,90.92,94.76,45.11,99.84,71.50,45.20,94.69,57.00,71.42,78.98
7/24/2015,122.74,66.76,50.44,100.09,63.06,67.64,155.98,529.42,44.51,70.99,75.28,140.96,17.79,37.41,300.03,43.17,336.99,65.21,58.52,74.33,66.21,61.63,77.58,51.00,143.83,27.95,109.62,88.39,55.85,118.15,45.11,48.77,28.23,25.38,49.20,29.99,13.64,96.95,12.24,163.56,33.47,141.18,25.33,111.90,30.36,623.56,205.93,41.34,112.52,101.68,155.38,27.39,97.68,67.96,39.79,83.10,198.11,66.65,95.48,94.52,41.71,75.60,54.88,146.27,52.70,101.66,56.43,39.03,45.33,56.22,41.23,81.04,38.69,66.95,94.78,33.39,78.89,82.60,60.53,102.70,56.76,81.23,41.41,180.02,33.34,78.37,86.52,48.02,116.93,91.40,93.42,44.74,98.03,74.54,44.90,94.32,56.58,70.50,77.81
7/27/2015,121.04,67.99,50.08,99.32,62.66,67.72,162.81,531.41,43.94,69.39,74.31,138.00,17.56,37.47,309.43,42.72,331.88,63.55,57.79,73.57,66.51,60.58,77.34,49.59,143.10,27.77,108.91,86.97,55.65,117.50,44.78,48.21,28.00,25.80,48.98,29.72,13.79,94.17,11.33,164.18,32.98,140.97,25.53,109.63,30.35,627.26,203.62,40.60,112.00,100.56,154.71,27.68,96.82,67.07,39.89,82.54,198.24,66.51,94.04,94.46,41.71,75.25,54.34,145.67,52.85,100.28,56.02,38.69,44.75,55.59,40.68,80.89,38.20,66.31,94.26,33.46,78.57,83.46,60.86,103.13,56.46,80.11,41.95,181.11,33.37,77.67,85.69,48.02,116.87,91.19,93.79,44.26,97.60,73.61,44.69,93.60,56.39,70.31,77.15
7/28/2015,121.64,69.85,50.33,100.61,63.08,67.90,169.89,526.03,45.88,72.22,74.50,138.76,17.77,37.86,319.93,43.04,332.48,63.90,58.20,75.97,67.59,61.87,77.38,51.14,143.39,27.77,110.77,90.15,54.83,117.71,45.78,49.35,28.33,26.53,50.28,30.08,14.06,95.29,12.28,168.86,33.44,142.83,25.68,112.14,30.62,628.00,204.83,41.54,113.75,103.09,155.67,28.27,97.55,67.11,39.90,84.05,200.67,67.27,94.81,95.73,42.47,77.05,55.00,148.02,54.13,100.44,56.54,38.69,44.74,56.45,41.93,82.96,38.96,68.13,94.71,34.45,78.83,83.52,61.96,103.68,56.61,80.84,42.04,181.69,33.38,78.69,86.90,49.05,120.48,95.36,98.54,44.19,97.70,74.48,44.75,95.42,56.20,71.02,80.28
7/29/2015,121.26,69.39,50.45,101.36,63.95,68.35,168.64,529.00,46.19,75.62,75.09,141.04,18.05,38.26,313.34,43.23,335.44,64.13,58.74,75.53,68.12,61.94,78.33,51.79,144.22,27.95,112.56,90.98,54.40,119.08,46.55,50.53,28.75,26.43,50.68,30.21,14.57,96.99,12.45,171.31,33.82,148.45,25.83,114.76,31.23,631.93,205.43,42.89,115.27,104.42,156.68,28.32,98.25,67.99,39.94,83.47,205.12,68.20,96.37,96.59,42.77,77.46,55.93,148.35,53.29,100.81,57.54,38.88,45.68,57.18,42.86,83.99,39.47,69.34,95.12,34.85,79.21,83.38,62.03,107.94,56.98,82.20,42.07,181.80,33.73,79.97,87.24,49.26,120.48,97.25,99.48,44.47,98.08,75.75,45.40,95.78,56.75,71.14,80.92
7/30/2015,120.64,68.80,50.16,101.57,63.94,68.47,168.86,536.76,45.89,75.97,75.50,139.94,18.02,39.77,317.00,43.55,334.36,63.71,58.75,76.53,67.22,61.82,80.18,50.98,144.14,27.86,112.05,90.76,54.53,119.27,46.54,49.97,28.37,26.53,50.46,30.71,14.46,95.21,11.79,170.69,33.85,148.76,25.70,116.93,31.19,632.59,205.78,41.90,115.36,104.26,156.55,28.22,98.36,68.09,39.91,82.93,203.46,68.32,98.05,97.54,44.92,77.86,55.55,148.47,53.10,101.82,57.52,38.89,46.26,57.22,42.38,83.82,39.33,69.87,95.22,34.82,76.04,83.32,63.25,108.57,57.53,81.84,42.86,181.47,33.83,80.05,87.57,49.54,119.52,96.43,99.98,44.52,99.43,76.12,45.51,95.74,56.94,71.08,80.80
7/31/2015,119.59,68.65,50.08,102.01,63.53,68.26,173.68,536.15,45.28,73.71,75.44,141.07,17.77,39.84,318.78,43.02,331.96,64.87,58.33,76.80,67.22,61.87,79.98,49.28,144.14,27.97,111.59,86.32,54.69,119.24,46.18,48.79,28.12,26.64,50.24,31.13,14.20,94.01,11.70,170.84,34.30,147.61,25.68,116.89,30.80,625.61,203.67,41.41,115.92,103.93,157.55,28.26,98.72,67.59,40.42,82.90,204.09,68.82,97.04,98.22,44.78,77.97,54.48,148.24,53.27,100.70,57.96,38.43,46.08,57.33,41.14,82.38,39.62,68.69,94.94,35.14,75.36,83.46,63.23,107.83,57.40,81.15,43.19,182.53,33.77,79.98,87.17,49.28,120.36,96.32,100.93,44.67,99.02,75.08,45.63,95.83,56.66,70.90,77.10
8/3/2015,116.77,68.37,49.89,102.11,63.56,68.69,172.70,535.03,44.69,72.59,75.36,140.60,17.66,39.27,324.38,43.02,330.36,64.58,58.31,75.46,67.62,62.66,80.31,48.67,144.36,27.92,111.94,83.51,54.23,120.35,45.59,47.74,28.33,26.10,49.83,31.48,14.31,94.14,11.16,170.23,34.19,147.35,25.45,118.62,30.97,631.21,203.29,39.75,115.79,103.59,154.36,28.36,98.53,67.59,40.87,82.53,204.77,68.37,97.08,97.79,45.14,77.58,54.47,147.05,53.55,101.09,58.04,38.35,46.19,57.13,40.01,81.09,39.39,67.91,96.03,35.23,75.07,83.58,63.27,107.64,57.65,80.42,43.42,183.67,33.70,78.55,86.92,49.39,119.85,95.21,101.31,44.54,98.14,75.51,45.80,95.11,56.70,71.09,75.98
